,propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,hasVideo,status,newDevelopment,favourite,newProperty,multimedia,contactInfo,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,isAuction,auctionDate,preferenceHighlight,urgentVisualHighlight,visualHighlight,topHighlight,topNewDevelopment,features,parkingSpace,neighborhood,priceDropValue,dropDate,priceDropPercentage,highlightComment,newDevelopmentFinished
0,19786640,https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/e0/2f/cb/265774396.jpg,309,5,7,78000.0,studio,sale,40.0,False,1,1,"Via Bruno Sangalli, 3",Monza-Brianza,Monza,Cederna-Stadio,it,45.5770727,9.2920592,True,https://www.idealista.it/immobile/19786640/,False,good,False,False,False,"{'images': [{'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/e0/2f/cb/265774396.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/15/0d/53/265774402.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/e2/42/d8/265774403.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/c7/e4/65/265774404.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/6c/d7/6b/265774405.jpg'}]}","{'commercialName': 'Valtorta Immobiliare', 'phone1': {'phoneNumber': '0392363', 'formattedPhone': '0392363', 'prefix': '39', 'phoneNumberForMobileDialing': '+390392363', 'nationalNumber': True}, 'contactName': 'Valtorta Immobiliare', 'userType': 'professional', 'agencyLogo': 'https://st3.idealista.it/82/04/dc/valtorta-immobiliare-monza-case.gif', 'contactMethod': 'all', 'micrositeShortName': 'valtorta-immobiliare-monza-case', 'professional': True}",True,1950.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Cederna-Stadio, Monza', 'title': 'Studio apartment in Via Bruno Sangalli, 3'}",False,False,False,False,,,False,False,False,False,False,"{'hasTerrace': False, 'hasAirConditioning': False, 'hasBoxRoom': False, 'hasGarden': True}","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,,,,
1,20020814,https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/43/91/cf/270244714.jpg,,16,3,79000.0,flat,sale,60.0,False,2,1,"Via Tasso, 14",Monza-Brianza,Monza,Regina Pacis,it,45.5818306,9.2885225,True,https://www.idealista.it/immobile/20020814/,False,renew,False,False,False,"{'images': [{'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/43/91/cf/270244714.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/d8/08/f9/270244746.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/20/52/ac/270244762.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/64/12/39/270244803.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/d1/56/00/270244818.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/2f/73/1b/270244827.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/fe/b8/a3/270244870.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/e3/cb/40/270244935.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/91/c4/6a/270244942.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/13/4e/17/270244984.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/58/83/bc/270244988.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/4a/03/35/270244990.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/30/d5/c0/270245041.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/b7/14/fa/270245094.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/3a/34/e7/270245103.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/74/94/4c/270245197.jpg'}]}","{'commercialName': 'Professione casa monza s donato', 'phone1': {'phoneNumber': '0392400631', 'formattedPhone': '0392400631', 'phoneNumberForMobileDialing': '0392400631', 'nationalNumber': True}, 'contactName': 'professione casa monza s donato', 'userType': 'professional', 'contactMethod': 'all', 'micrositeShortName': 'immobiliare-icaro-sas', 'professional': True}",False,1317.0,{'typology': 'flat'},"{'subtitle': 'Regina Pacis, Monza', 'title': 'Flat in Via Tasso, 14'}",False,False,False,False,,,False,False,True,False,False,"{'hasAirConditioning': False, 'hasBoxRoom': True}",,,,,,,
2,20507228,https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/93/49/b9/279831509.jpg,(55201344),10,2,79000.0,flat,sale,26.0,False,2,1,Via Antonio Gramsci no number,Monza-Brianza,Monza,Centro Storico,it,45.5811523,9.2718867,True,https://www.idealista.it/immobile/20507228/,False,good,False,False,False,"{'images': [{'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/93/49/b9/279831509.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/ff/92/15/279831522.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/da/12/01/279831531.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/49/3c/c4/279831523.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/68/68/14/279831534.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/ee/fd/93/279831535.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/43/bd/1d/279831526.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/61/89/00/279831528.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/32/58/22/279831538.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/9e/b3/d0/279831529.jpg'}]}","{'commercialName': 'Immobiliare sparagna', 'phone1': {'phoneNumber': '039388263', 'formattedPhone': '039388263', 'prefix': '39', 'phoneNumberForMobileDialing': '+39039388263', 'nationalNumber': True}, 'contactName': 'SPARAGNA GIUSEPPINA di', 'userType': 'professional', 'contactMethod': 'all', 'micrositeShortName': 'immobiliare-sparagna-monza', 'professional': True}",False,3038.0,{'typology': 'flat'},"{'subtitle': 'Centro Storico, Monza', 'title': 'Flat in Via Antonio Gramsci no number'}",True,False,False,False,,,False,False,False,False,False,"{'hasTerrace': False, 'hasAirConditioning': False}",,,,,,,
3,17875220,https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/ab/be/ed/224686380.jpg,CS.V.103,9,2,79000.0,flat,sale,50.0,False,2,1,"Via Gaetano Casati, 3",Monza-Brianza,Monza,San Carlo-Molinetto,it,45.5743898,9.2695948,True,https://www.idealista.it/immobile/17875220/,False,good,False,False,False,"{'images': [{'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/ab/be/ed/224686380.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/39/05/d3/224686369.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/42/5a/0a/224686384.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/76/22/91/224686547.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/a0/26/fc/224686626.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/06/55/ff/224686725.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/c5/24/63/224686729.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/0f/7f/57/224686719.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/c7/bc/01/224686721.jpg'}]}","{'commercialName': 'agenzia immobiliare c.a. consult', 'phone1': {'phoneNumber': '0392401976', 'formattedPhone': '0392401976', 'phoneNumberForMobileDialing': '0392401976', 'nationalNumber': True}, 'contactName': 'agenzia immobiliare c.a. consult', 'userType': 'professional', 'contactMethod': 'all', 'micrositeShortName': 'ca-consult-immobiliare-monza', 'professional': True}",True,1580.0,{'typology': 'flat'},"{'subtitle': 'San Carlo-Molinetto, Monza', 'title': 'Flat in Via Gaetano Casati, 3'}",False,False,False,False,,,False,False,False,False,False,,,,,,,,
4,20432786,,01-monza pitagora,0,,79000.0,flat,sale,62.0,False,4,1,"Via Pitagora, 21",Monza-Brianza,Monza,Triante,it,45.5763007,9.251872,True,https://www.idealista.it/immobile/20432786/,False,good,False,False,False,,"{'commercialName': 'CENTRO ASTE IMMOBILIARI SRLS', 'phone1': {'phoneNumber': '0259640284', 'formattedPhone': '0259640284', 'phoneNumberForMobileDialing': '0259640284', 'nationalNumber': True}, 'contactName': 'Centro aste immobiliari', 'userType': 'professional', 'agencyLogo': 'https://st3.idealista.it/8e/da/69/centroasteimmobiliari.gif', 'contactMethod': 'all', 'micrositeShortName': 'centroasteimmobiliari', 'professional': True}",False,1274.0,{'typology': 'flat'},"{'subtitle': 'Triante, Monza', 'title': 'Flat in Via Pitagora, 21'}",False,False,False,False,,,False,False,False,False,False,,,,,,,,
5,20870831,https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/3e/02/9a/287325040.jpg,L6,8,2,80000.0,flat,sale,60.0,False,2,1,"Via Pitagora, 5",Monza-Brianza,Monza,Triante,it,45.5770869,9.2514122,True,https://www.idealista.it/immobile/20870831/,False,good,False,False,False,"{'images': [{'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/3e/02/9a/287325040.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/68/fa/ed/287325051.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/cc/c3/84/287325052.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/34/f3/e1/287325053.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/2e/d6/53/287325054.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/cb/73/54/287325043.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/ea/cd/71/287325055.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/f5/29/4c/287325028.jpg'}]}","{'commercialName': 'Casa039', 'phone1': {'phoneNumber': '0392400812', 'formattedPhone': '0392400812', 'phoneNumberForMobileDialing': '0392400812', 'nationalNumber': True}, 'contactName': 'CMB IMMOBILIARE srl', 'userType': 'professional', 'agencyLogo': 'https://st3.idealista.it/97/6d/c7/grimaldi-cavalotti.gif', 'contactMethod': 'all', 'micrositeShortName': 'grimaldi-cavalotti', 'professional': True}",,1333.0,{'typology': 'flat'},"{'subtitle': 'Triante, Monza', 'title': 'Flat in Via Pitagora, 5'}",False,False,False,False,,,False,False,False,False,False,"{'hasSwimmingPool': False, 'hasTerrace': False, 'hasAirConditioning': False, 'hasBoxRoom': True, 'hasGarden': False}","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,,,,
6,20827435,https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/e3/2c/15/285628864.jpg,MON/CED,23,3,80000.0,flat,sale,86.0,False,3,1,"Via Cederna, 24",Monza-Brianza,Monza,Cederna-Stadio,it,45.5773639,9.2978215,True,https://www.idealista.it/immobile/20827435/,False,good,False,False,False,"{'images': [{'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/e3/2c/15/285628864.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/fa/d7/37/285628860.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/ff/91/91/285628891.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/b0/d6/d8/285628874.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/bf/12/dc/285628875.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/f5/4b/a3/285628913.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/1b/0f/73/285628877.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/da/ff/fb/285628900.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/f9/63/75/285628897.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/e9/4b/1c/285628911.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/02/7c/c6/285628902.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/2f/a6/35/285628865.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/da/4e/7b/285628898.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/ae/bf/58/285628899.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/88/d3/57/285628901.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/6d/af/22/285628903.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/0f/e5/a3/285628915.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/44/c9/53/285628914.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/8e/88/1a/285628866.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/19/e7/6f/285628878.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/35/d9/27/285628879.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/b7/fb/b0/285628912.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/58/a6/e6/285628950.jpg'}]}","{'commercialName': 'Il Metroquadro', 'phone1': {'phoneNumber': '0399685712', 'formattedPhone': '0399685712', 'phoneNumberForMobileDialing': '0399685712', 'nationalNumber': True}, 'contactName': 'IL METROQUADRO SRL', 'userType': 'professional', 'agencyLogo': 'https://st3.idealista.it/2e/59/68/il-metroquadro-agenzia-vedano-al-lambro.gif', 'contactMethod': 'all', 'micrositeShortName': 'il-metroquadro-agenzia-vedano-al-lambro', 'professional': True}",False,930.0,{'typology': 'flat'},"{'subtitle': 'Cederna-Stadio, Monza', 'title': 'Flat in Via Cederna, 24'}",True,False,False,False,,,False,False,False,False,False,"{'hasAirConditioning': False, 'hasBoxRoom': True}",,,,,,,
7,20401770,https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/59/a0/82/277703212.jpg,,17,3,80000.0,flat,sale,64.0,False,2,1,"Via Cellini, 14",Monza-Brianza,Monza,San Rocco-Sant'Alessandro,it,45.5612003,9.2625178,True,https://www.idealista.it/immobile/20401770/,True,good,False,False,False,"{'images': [{'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/59/a0/82/277703212.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/62/d8/3f/277703206.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/52/6d/30/277703213.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/80/6e/ca/277703208.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/78/c7/2c/277703215.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/62/3f/ce/277703217.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/85/7f/e8/277703214.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/2a/5c/c3/277703209.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/bf/90/f7/277703211.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/2b/5b/35/277703207.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/31/2b/31/277703205.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/eb/52/04/277703210.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/6e/c5/bd/277703216.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/60/53/fc/277703692.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/e6/b0/66/277703405.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/d0/0f/3a/277703683.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/1f/99/e1/277703686.jpg'}]}","{'commercialName': 'Affiliato Tecnocasa Monza Studio Sansone', 'phone1': {'phoneNumber': '0399686339', 'formattedPhone': '0399686339', 'phoneNumberForMobileDialing': '0399686339', 'nationalNumber': True}, 'contactName': 'Affiliato Tecnocasa: STUDIO SANSONE', 'userType': 'professional', 'agencyLogo': 'https://st3.idealista.it/aa/9d/25/studio-sansone.gif', 'contactMethod': 'all', 'micrositeShortName': 'studio-sansone', 'professional': True}",False,1250.0,{'typology': 'flat'},"{'subtitle': ""San Rocco-Sant'Alessandro, Monza"", 'title': 'Flat in Via Cellini, 14'}",True,False,False,False,,,False,False,False,False,False,"{'hasAirConditioning': True, 'hasBoxRoom': True}",,,,,,,
8,19614037,https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/5e/19/b7/287450751.jpg,T2599,20,en,80000.0,flat,sale,72.0,False,2,1,"Via Ettore Reina, 2",Monza-Brianza,Monza,Cederna-Stadio,it,45.5797455,9.2909495,True,https://www.idealista.it/immobile/19614037/,False,good,False,False,False,"{'images': [{'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/5e/19/b7/287450751.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/57/1b/32/287450752.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/75/3d/5c/287450753.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/20/be/d8/287450754.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/bd/91/de/287450755.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/3d/b0/01/287450756.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/d8/a5/64/287450757.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/3a/5f/61/287450758.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/18/21/f7/287450759.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/31/e9/89/287450760.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/30/91/3b/287450761.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/2e/52/aa/287450762.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/4f/f0/46/287450763.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/19/c4/0a/287450764.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/19/da/af/287450765.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/30/07/aa/287450766.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/a1/c4/4d/287450767.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/b6/75/c6/287450768.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/a9/45/85/287450769.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/80/29/f4/287450770.jpg'}]}","{'commercialName': 'Vendocasa', 'phone1': {'phoneNumber': '0396613136', 'formattedPhone': '0396613136', 'prefix': '039', 'phoneNumberForMobileDialing': '+0390396613136', 'nationalNumber': True}, 'contactName': 'Vendocasa Srl', 'userType': 'professional', 'agencyLogo': 'https://st3.idealista.it/ef/fe/13/vendo-casa-vimercate-immobiliare-monza.gif', 'contactMethod': 'all', 'micrositeShortName': 'vendo-casa-vimercate-immobiliare-monza', 'professional': True}",True,1111.0,{'typology': 'flat'},"{'subtitle': 'Cederna-Stadio, Monza', 'title': 'Flat in Via Ettore Reina, 2'}",True,False,False,False,,,False,False,False,False,False,"{'hasAirConditioning': False, 'hasBoxRoom': True}",,,,,,,
9,19970502,https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/5b/a1/02/269385545.jpg,,18,en,80000.0,flat,sale,60.0,False,2,1,"Viale lombardia, 11",Monza-Brianza,Monza,Triante,it,45.5885943,9.2531992,True,https://www.idealista.it/immobile/19970502/,False,good,False,False,False,"{'images': [{'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/5b/a1/02/269385545.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/c7/20/4b/269385535.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/b3/fa/44/269385554.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/c3/10/56/269385553.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/90/id.pro.it.image.master/56/3d/3f/269385544.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/90/id.pro.it.image.master/93/f6/af/269385551.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/90/id.pro.it.image.master/fe/17/75/269385536.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/90/id.pro.it.image.master/56/53/52/269385552.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/90/id.pro.it.image.master/a1/52/81/269385534.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/90/id.pro.it.image.master/27/2d/79/269385530.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/a5/99/86/269385525.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/90/id.pro.it.image.master/fc/19/11/269385533.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/90/id.pro.it.image.master/f6/ca/cb/269385543.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/d4/e8/54/269385529.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/11/a5/94/269385541.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/90/id.pro.it.image.master/d3/19/80/269385542.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/d5/c5/6a/269385526.jpg'}, {'url': 'https://img3.idealista.it/blur/WEB_LISTING-M/0/id.pro.it.image.master/45/b4/8e/269385527.jpg'}]}","{'commercialName': 'RAGOCASA', 'phone1': {'phoneNumber': '0399686302', 'formattedPhone': '0399686302', 'phoneNumberForMobileDialing': '0399686302', 'nationalNumber': True}, 'contactName': 'Ragocasa', 'userType': 'professional', 'agencyLogo': 'https://st3.idealista.it/13/08/3a/rago-casa-monza.gif', 'contactMethod': 'all', 'micrositeShortName': 'rago-casa-monza', 'professional': True}",False,1333.0,{'typology': 'flat'},"{'subtitle': 'Triante, Monza', 'title': 'Flat in Viale lombardia, 11'}",False,False,False,False,,,False,False,False,False,False,"{'hasAirConditioning': True, 'hasBoxRoom': True}","{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 100.0}",,,,,,
