,price,propertyType,size,priceByArea,floor,rooms,bathrooms,district,latitude,longitude,avgPriceZone,status,hasLift,hasAirConditioning,hasBoxRoom,hasTerrace,hasGarden,hasSwimmingPool,hasParkingSpace,parkingSpacePrice,statusInt,box_posto_auto,propertyTypeInt,garden_terrace,floorCat,liftCat,roomsCat,bathroomsCat
631,78000,flat,65,1200,0,3,1,SU - SURYAPET,45.8074914,8.8374103,1396,renew,0,0,0,0,0,0,1,0,1,1,3,0,0,0,3,1
632,79000,flat,100,790,2,3,1,SU - SURYAPET,45.8100884,8.8345853,1396,renew,0,0,0,0,0,0,0,0,1,0,3,0,1,0,3,1
633,79000,studio,50,1580,0,1,1,SU - SURYAPET,45.8129978,8.8314227,1396,good,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1
634,80000,chalet,260,307,0,5,2,SU - SURYAPET,45.7991308,8.8279121,1396,renew,0,0,1,0,0,0,1,0,1,1,4,0,0,0,4,2
635,80000,flat,120,666,1,3,1,SU - SURYAPET,45.7915534,8.8101985,1396,renew,0,0,1,0,0,0,0,0,1,1,3,0,0,0,3,1
636,82000,flat,71,1154,0,3,1,SU - SURYAPET,45.8039949,8.8364279,1396,renew,0,0,1,0,1,0,0,0,1,1,3,1,0,0,3,1
637,87900,flat,90,976,1,3,2,SU - SURYAPET,45.8077493,8.8347622,1396,renew,1,0,0,0,0,0,0,0,1,0,3,0,0,0,3,2
638,87900,flat,87,1010,0,4,2,SU - SURYAPET,45.8070019,8.8328664,1396,renew,0,0,0,0,0,0,1,0,1,1,3,0,0,0,4,2
639,89000,flat,104,855,1,4,1,SU - SURYAPET,45.8070506,8.8338311,1396,renew,0,0,0,0,0,0,1,0,1,1,3,0,0,0,4,1
640,92000,flat,60,1533,0,2,1,SU - SURYAPET,45.8133539,8.8204688,1396,good,0,0,0,0,0,0,1,0,2,1,3,0,0,0,2,1
641,92000,flat,60,1533,0,2,1,SU - SURYAPET,45.8134515,8.8207606,1396,good,1,0,1,0,0,0,1,0,2,1,3,0,0,0,2,1
642,92520,flat,97,953,1,3,2,SU - SURYAPET,45.8074518,8.8344546,1396,renew,1,0,0,0,0,0,0,0,1,0,3,0,0,0,3,2
643,92520,flat,98,944,0,3,2,SU - SURYAPET,45.8077493,8.8347622,1396,renew,1,0,0,0,0,0,0,0,1,0,3,0,0,0,3,2
644,92520,flat,94,984,0,4,2,SU - SURYAPET,45.8088019,8.8333664,1396,renew,0,0,0,0,0,0,1,0,1,1,3,0,0,0,4,2
645,92520,flat,88,1051,0,4,2,SU - SURYAPET,45.8060019,8.8354664,1396,renew,0,0,0,0,1,0,1,0,1,1,3,1,0,0,4,2
646,98000,flat,60,1633,2,2,1,SU - SURYAPET,45.8145776,8.8340222,1396,good,0,0,0,0,0,0,0,0,2,0,3,0,1,0,2,1
647,119000,flat,80,1487,1,2,1,SU - SURYAPET,45.8113776,8.8334357,1396,good,1,0,1,0,0,0,1,20000,2,1,3,0,0,0,2,1
648,100000,flat,75,1333,1,2,1,SU - SURYAPET,45.8152051,8.8191346,1396,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1
649,101040,flat,100,1010,0,3,2,SU - SURYAPET,45.8074518,8.8344546,1396,renew,1,0,0,0,0,0,0,0,1,0,3,0,0,0,3,2
650,101040,flat,88,1148,0,3,2,SU - SURYAPET,45.8065209,8.8346372,1396,renew,0,0,0,0,1,0,1,0,1,1,3,1,0,0,3,2
651,101040,flat,88,1148,0,4,2,SU - SURYAPET,45.8083518,8.8333546,1396,renew,0,0,0,0,1,0,1,0,1,1,3,1,0,0,4,2
652,101040,flat,87,1161,0,3,1,SU - SURYAPET,45.8074518,8.8344546,1396,renew,0,0,0,0,0,0,1,0,1,1,3,0,0,0,3,1
653,101040,flat,100,1010,0,5,1,SU - SURYAPET,45.8093019,8.8345664,1396,renew,0,0,1,0,1,0,1,0,1,1,3,1,0,0,4,1
654,105000,flat,80,1312,3,3,1,SU - SURYAPET,45.8087727,8.8348744,1396,renew,1,0,0,0,0,0,0,0,1,0,3,0,1,1,3,1
655,105000,flat,80,1312,1,3,1,SU - SURYAPET,45.8140368,8.8339019,1396,renew,1,0,1,0,0,0,0,0,1,1,3,0,0,0,3,1
656,109000,flat,110,990,0,3,1,SU - SURYAPET,45.8089965,8.8339486,1396,renew,0,0,0,0,1,0,1,0,1,1,3,1,0,0,3,1
657,109680,flat,98,1119,0,3,2,SU - SURYAPET,45.8077493,8.8347622,1396,renew,1,0,0,0,0,0,0,0,1,0,3,0,0,0,3,2
658,109680,flat,88,1246,0,4,2,SU - SURYAPET,45.8083019,8.8355664,1396,renew,0,0,0,0,1,0,1,0,1,1,3,1,0,0,4,2
659,110000,flat,125,880,2,3,1,SU - SURYAPET,45.8119023,8.833107,1396,renew,1,0,0,0,0,0,1,0,1,1,3,0,1,1,3,1
660,115000,flat,100,1150,1,3,1,SU - SURYAPET,45.7855156,8.8204128,1396,renew,0,0,0,0,0,0,1,0,1,1,3,0,0,0,3,1
661,138000,flat,64,2156,0,2,1,SU - SURYAPET,45.7952166,8.806157,1396,good,0,0,0,0,1,0,1,20000,2,1,3,1,0,0,2,1
662,118000,flat,70,1685,1,2,1,SU - SURYAPET,45.7932275,8.8037804,1396,good,1,1,0,1,0,0,0,0,2,0,3,1,0,0,2,1
663,120000,flat,112,1071,2,4,2,SU - SURYAPET,45.8038688,8.8343137,1396,renew,0,0,1,0,0,0,1,0,1,1,3,0,1,0,4,2
664,120000,flat,105,1142,0,3,1,SU - SURYAPET,45.7855156,8.8204128,1396,renew,0,0,0,0,0,0,1,0,1,1,3,0,0,0,3,1
665,120000,flat,100,1200,2,3,1,SU - SURYAPET,45.8066343,8.8356964,1396,renew,0,0,0,1,1,0,1,0,1,1,3,1,1,0,3,1
666,125000,flat,100,1250,3,3,1,SU - SURYAPET,45.8100487,8.8343794,1396,renew,1,0,1,1,0,0,1,0,1,1,3,1,1,1,3,1
667,126300,flat,89,1419,0,5,2,SU - SURYAPET,45.8074518,8.8344546,1396,good,0,0,0,0,1,0,1,0,2,1,3,1,0,0,4,2
668,128000,penthouse,55,2327,1,2,1,SU - SURYAPET,45.7987533,8.8037349,1396,good,0,1,0,1,1,0,0,0,2,0,6,1,0,0,2,1
669,129000,flat,110,1172,3,3,1,SU - SURYAPET,45.8134776,8.8322222,1396,renew,0,0,0,0,0,0,0,0,1,0,3,0,1,0,3,1
670,129000,flat,110,1172,3,3,1,SU - SURYAPET,45.8123724,8.8333503,1396,renew,0,0,1,0,0,0,0,0,1,1,3,0,1,0,3,1
671,129000,flat,110,1172,3,3,1,SU - SURYAPET,45.8134776,8.8322222,1396,renew,0,0,0,0,0,0,0,0,1,0,3,0,1,0,3,1
672,129000,flat,72,1791,0,2,1,SU - SURYAPET,45.8089257,8.8316837,1396,good,1,0,0,0,1,0,1,0,2,1,3,1,0,0,2,1
673,130000,flat,105,1238,2,3,2,SU - SURYAPET,45.8145924,8.8263957,1396,renew,1,0,0,1,0,0,0,0,1,0,3,1,1,1,3,2
674,135000,flat,94,1436,3,3,1,SU - SURYAPET,45.8050279,8.8346484,1396,renew,1,0,0,1,1,0,1,0,1,1,3,1,1,1,3,1
675,136000,flat,110,1236,3,3,1,SU - SURYAPET,45.8146776,8.8306222,1396,renew,0,0,1,0,0,0,0,0,1,1,3,0,1,0,3,1
676,138000,flat,90,1533,2,3,2,SU - SURYAPET,45.7962172,8.8361369,1396,good,0,0,0,0,0,0,1,0,2,1,3,0,1,0,3,2
677,148000,flat,114,1298,4,3,2,SU - SURYAPET,45.8071791,8.8348795,1396,renew,1,0,0,0,0,0,1,0,1,1,3,0,1,1,3,2
678,150000,flat,93,1612,1,2,1,SU - SURYAPET,45.8143922,8.8203549,1396,good,0,0,1,1,1,0,0,0,2,1,3,1,0,0,2,1
679,150000,flat,99,1515,4,3,1,SU - SURYAPET,45.8078254,8.8333736,1396,good,0,0,1,0,0,0,1,0,2,1,3,0,1,0,3,1
680,150000,flat,110,1363,1,3,1,SU - SURYAPET,45.8045276,8.8349695,1396,renew,1,0,1,1,0,0,1,0,1,1,3,1,0,0,3,1
681,155000,flat,98,1581,0,3,2,SU - SURYAPET,45.8139494,8.8231039,1396,good,1,1,0,1,1,0,0,0,2,0,3,1,0,0,3,2
682,160000,flat,160,1000,0,4,3,SU - SURYAPET,45.794773,8.8226479,1396,renew,0,1,0,0,0,0,1,0,1,1,3,0,0,0,4,2
683,165000,flat,110,1500,1,3,2,SU - SURYAPET,45.8085016,8.8311989,1396,good,0,0,1,0,1,0,1,0,2,1,3,1,0,0,3,2
684,168000,flat,100,1680,0,3,1,SU - SURYAPET,45.799316,8.8361476,1396,good,1,0,1,0,1,0,1,0,2,1,3,1,0,0,3,1
685,170000,flat,110,1545,3,3,2,SU - SURYAPET,45.8081257,8.8297837,1396,good,1,0,1,1,0,0,1,0,2,1,3,1,1,1,3,2
686,172000,flat,90,1911,0,3,2,SU - SURYAPET,45.8086257,8.8293837,1396,good,0,1,0,1,0,0,0,0,2,0,3,1,0,0,3,2
687,180000,flat,121,1487,1,3,2,SU - SURYAPET,45.8149494,8.8239039,1396,good,1,0,0,1,1,0,1,0,2,1,3,1,0,0,3,2
688,182000,flat,100,1820,0,3,2,SU - SURYAPET,45.7947195,8.8052361,1396,good,0,0,0,0,1,0,0,0,2,0,3,1,0,0,3,2
689,183000,flat,116,1577,3,3,1,SU - SURYAPET,45.8134669,8.8318622,1396,good,0,0,0,0,0,0,1,0,2,1,3,0,1,0,3,1
690,185000,duplex,160,1156,1,4,1,SU - SURYAPET,45.8060751,8.8370535,1396,renew,1,0,1,1,1,0,1,0,1,1,5,1,0,0,4,1
691,185000,flat,95,1947,1,3,2,SU - SURYAPET,45.8128887,8.8232499,1396,good,0,0,0,0,0,0,1,0,2,1,3,0,0,0,3,2
692,185000,flat,115,1608,0,3,2,SU - SURYAPET,45.8134515,8.8207606,1396,good,0,0,1,0,0,0,1,0,2,1,3,0,0,0,3,2
693,185000,flat,100,1850,0,3,2,SU - SURYAPET,45.8134515,8.8207606,1396,good,1,0,0,0,0,0,1,0,2,1,3,0,0,0,3,2
694,185000,flat,115,1608,0,3,2,SU - SURYAPET,45.811888,8.8191725,1396,good,1,0,1,0,1,0,1,0,2,1,3,1,0,0,3,2
695,190000,flat,95,2000,2,3,1,SU - SURYAPET,45.7994279,8.8344726,1396,good,1,0,0,0,0,0,0,0,2,0,3,0,1,1,3,1
696,198000,flat,110,1800,1,4,2,SU - SURYAPET,45.7946484,8.8099581,1396,good,1,0,0,0,0,0,1,0,2,1,3,0,0,0,4,2
697,198000,chalet,240,825,0,8,0,SU - SURYAPET,45.7943388,8.8322613,1396,renew,0,0,0,0,1,0,1,0,1,1,4,1,0,0,4,0
698,210000,flat,124,1693,5,3,2,SU - SURYAPET,45.8127302,8.831842,1396,good,1,0,1,0,0,0,1,0,2,1,3,0,1,1,3,2
699,238000,flat,100,2380,0,3,2,SU - SURYAPET,45.7944195,8.8052361,1396,good,0,0,0,1,1,0,1,20000,2,1,3,1,0,0,3,2
700,225000,flat,114,1973,0,3,2,SU - SURYAPET,45.8088257,8.8327837,1396,good,1,0,1,1,1,0,1,0,2,1,3,1,0,0,3,2
701,268000,flat,110,2436,1,3,1,SU - SURYAPET,45.8118685,8.8265754,1396,good,1,0,0,1,0,0,1,0,2,1,3,1,0,0,3,1
702,270000,flat,180,1500,1,5,2,SU - SURYAPET,45.8086257,8.8326837,1396,good,0,0,0,1,0,0,0,0,2,0,3,1,0,0,4,2
703,270001,penthouse,105,2571,4,3,2,SU - SURYAPET,45.8117515,8.8224606,1396,good,1,1,0,1,0,0,1,1,2,1,6,1,1,1,3,2
704,289000,chalet,405,713,0,5,2,SU - SURYAPET,45.8088257,8.8318837,1396,renew,0,0,1,1,1,0,1,0,1,1,4,1,0,0,4,2
705,320000,chalet,390,820,0,8,1,SU - SURYAPET,45.8100965,8.8340481,1396,renew,0,0,1,0,0,0,0,0,1,1,4,0,0,0,4,1
706,340000,chalet,314,1082,3,7,3,SU - SURYAPET,45.8003609,8.8338849,1396,renew,0,0,0,1,1,0,1,0,1,1,4,1,1,0,4,2
707,349000,flat,161,2167,0,3,2,SU - SURYAPET,45.7908518,8.8276952,1396,good,0,0,1,1,0,1,1,0,2,1,3,1,0,0,3,2
708,350000,flat,172,2034,0,4,2,SU - SURYAPET,45.7976376,8.8336876,1396,good,1,0,1,1,0,0,1,0,2,1,3,1,0,0,4,2
709,385000,chalet,150,2566,0,4,2,SU - SURYAPET,45.8091257,8.8327837,1396,good,0,1,0,1,1,0,1,0,2,1,4,1,0,0,4,2
710,390000,flat,253,1541,0,5,3,SU - SURYAPET,45.8107011,8.8198766,1396,good,0,0,1,1,1,0,1,0,2,1,3,1,0,0,4,2
711,390000,chalet,420,928,0,8,4,SU - SURYAPET,45.7837031,8.8219996,1396,renew,0,0,1,1,1,0,1,0,1,1,4,1,0,0,4,2
712,398000,chalet,480,829,0,12,3,SU - SURYAPET,45.8064257,8.8318837,1396,renew,0,0,1,1,1,0,1,0,1,1,4,1,0,0,4,2
713,430000,duplex,148,2905,0,4,3,SU - SURYAPET,45.7976376,8.8336876,1396,good,1,1,1,0,1,0,1,0,2,1,5,1,0,0,4,2
714,460000,chalet,270,1703,0,7,5,SU - SURYAPET,45.8081209,8.8361372,1396,good,0,0,1,1,1,0,1,0,2,1,4,1,0,0,4,2
715,480000,duplex,160,3000,3,4,2,SU - SURYAPET,45.8129448,8.8202248,1396,good,1,1,1,1,0,0,1,0,2,1,5,1,1,1,4,2
716,535000,chalet,474,1128,0,8,3,SU - SURYAPET,45.7976166,8.803657,1396,renew,0,0,1,1,1,0,1,0,1,1,4,1,0,0,4,2
717,540000,flat,385,1402,0,5,4,SU - SURYAPET,45.799055,8.8277241,1396,good,0,0,0,0,1,0,1,0,2,1,3,1,0,0,4,2
718,540000,countryHouse,380,1421,0,9,4,SU - SURYAPET,45.799055,8.8277241,1396,good,0,0,1,1,1,0,1,0,2,1,1,1,0,0,4,2
719,550000,chalet,305,1803,0,8,3,SU - SURYAPET,45.8128887,8.8232499,1396,renew,0,0,0,0,1,0,1,0,1,1,4,1,0,0,4,2
720,550000,chalet,305,1803,0,10,3,SU - SURYAPET,45.813447,8.8234875,1396,renew,0,0,1,0,1,0,0,0,1,1,4,1,0,0,4,2
721,559000,chalet,238,2348,0,5,4,SU - SURYAPET,45.8062257,8.8301837,1396,good,0,1,1,1,1,0,1,0,2,1,4,1,0,0,4,2
722,590000,flat,600,983,0,10,7,SU - SURYAPET,45.8121368,8.8321019,1396,renew,0,0,1,0,1,0,0,0,1,1,3,1,0,0,4,2
723,630000,chalet,489,1288,0,7,6,SU - SURYAPET,45.800973,8.822676,1396,renew,0,1,0,1,1,0,1,0,1,1,4,1,0,0,4,2
724,640000,chalet,260,2461,0,5,3,SU - SURYAPET,45.8050462,8.8294133,1396,good,0,1,0,1,0,0,1,0,2,1,4,1,0,0,4,2
725,650000,chalet,700,928,0,6,4,SU - SURYAPET,45.8065209,8.8346372,1396,renew,0,1,1,1,1,0,1,0,1,1,4,1,0,0,4,2
726,650000,chalet,400,1625,0,5,3,SU - SURYAPET,45.8126126,8.8282201,1396,good,0,0,1,0,1,0,1,0,2,1,4,1,0,0,4,2
727,650000,penthouse,300,2166,3,4,2,SU - SURYAPET,45.7961376,8.8354876,1396,good,0,0,0,1,0,0,1,0,2,1,6,1,1,0,4,2
728,690000,penthouse,280,2464,1,6,3,SU - SURYAPET,45.7976376,8.8336876,1396,good,1,1,1,1,0,1,1,0,2,1,6,1,0,0,4,2
729,695000,chalet,290,2396,0,6,4,SU - SURYAPET,45.7894111,8.8146561,1396,good,0,1,1,0,1,0,1,0,2,1,4,1,0,0,4,2
730,695000,chalet,290,2396,0,8,4,SU - SURYAPET,45.7976376,8.8336876,1396,good,0,1,1,0,1,0,1,0,2,1,4,1,0,0,4,2
731,695000,chalet,290,2396,0,7,4,SU - SURYAPET,45.7929399,8.8108201,1396,good,0,1,1,1,1,0,1,0,2,1,4,1,0,0,4,2
732,695000,chalet,300,2316,0,13,4,SU - SURYAPET,45.7995216,8.8333693,1396,good,0,1,0,1,1,0,0,0,2,0,4,1,0,0,4,2
733,695000,chalet,300,2316,0,13,4,SU - SURYAPET,45.7923398,8.8110692,1396,good,0,1,0,1,1,0,0,0,2,0,4,1,0,0,4,2
734,750000,chalet,600,1250,0,5,3,SU - SURYAPET,45.8128122,8.8292667,1396,renew,0,0,0,1,0,0,1,0,1,1,4,1,0,0,4,2
735,769000,chalet,380,2023,0,6,3,SU - SURYAPET,45.8143753,8.8199938,1396,good,0,0,1,1,1,0,1,0,2,1,4,1,0,0,4,2
736,799000,chalet,580,1377,3,8,5,SU - SURYAPET,45.7994453,8.8208373,1396,renew,0,0,1,1,1,1,1,0,1,1,4,1,1,0,4,2
737,800000,chalet,380,2105,0,5,4,SU - SURYAPET,45.8006453,8.8221373,1396,good,0,0,1,1,1,0,1,0,2,1,4,1,0,0,4,2
738,830000,chalet,300,2766,0,12,2,SU - SURYAPET,45.812606,8.8252074,1396,renew,0,0,0,1,1,0,1,0,1,1,4,1,0,0,4,2
739,890000,flat,400,2225,2,10,4,SU - SURYAPET,45.8135924,8.8224783,1396,good,1,0,1,1,1,0,0,0,2,1,3,1,1,1,4,2
740,890000,chalet,500,1780,0,10,5,SU - SURYAPET,45.7958886,8.8343756,1396,good,0,0,0,1,1,0,1,0,2,1,4,1,0,0,4,2
741,900000,chalet,380,2368,0,5,3,SU - SURYAPET,45.7987453,8.8222373,1396,good,0,1,0,1,0,0,1,0,2,1,4,1,0,0,4,2
742,900000,chalet,380,2368,0,5,4,SU - SURYAPET,45.8008453,8.8217373,1396,good,0,0,0,1,1,0,1,0,2,1,4,1,0,0,4,2
743,990000,chalet,650,1523,0,5,3,SU - SURYAPET,45.7982376,8.8332876,1396,good,0,0,0,1,0,1,1,0,2,1,4,1,0,0,4,2
744,1000000,chalet,400,2500,0,7,3,SU - SURYAPET,45.7981453,8.8215373,1396,good,0,0,0,0,0,0,0,0,2,0,4,0,0,0,4,2
745,1000000,chalet,380,2631,0,6,4,SU - SURYAPET,45.8004453,8.8204373,1396,good,0,0,1,1,1,0,0,0,2,1,4,1,0,0,4,2
746,1100000,chalet,712,1544,0,12,7,SU - SURYAPET,45.7990579,8.827879,1396,good,0,0,1,1,1,0,1,0,2,1,4,1,0,0,4,2
747,1100000,countryHouse,620,1774,0,10,7,SU - SURYAPET,45.7993797,8.8267141,1396,good,0,0,1,0,1,0,1,0,2,1,1,1,0,0,4,2
748,1175000,flat,245,4795,0,5,4,SU - SURYAPET,45.7976376,8.8321876,1396,good,1,0,1,1,1,0,1,0,2,1,3,1,0,0,4,2
749,1200000,chalet,583,2058,0,16,4,SU - SURYAPET,45.7973376,8.8356876,1396,good,0,0,1,1,1,0,1,0,2,1,4,1,0,0,4,2
750,28800,flat,50,576,3,2,1,SU - LINGAGIRI,45.8281895,8.8383252,1391,renew,0,0,0,0,0,0,1,0,1,1,3,0,1,0,2,1
751,28800,flat,50,576,3,2,1,SU - LINGAGIRI,45.8294978,8.8398869,1391,renew,0,0,0,0,0,0,0,0,1,0,3,0,1,0,2,1
752,29748,flat,58,512,0,2,1,SU - LINGAGIRI,45.8270635,8.8399788,1391,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1
753,32000,flat,55,581,0,2,1,SU - LINGAGIRI,45.8270885,8.8399147,1391,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1
754,35325,flat,77,458,1,4,2,SU - LINGAGIRI,45.8284704,8.8347958,1391,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,2
755,37185,flat,58,641,2,2,1,SU - LINGAGIRI,45.8275797,8.8396298,1391,renew,0,0,0,0,0,0,0,0,1,0,3,0,1,0,2,1
756,37185,flat,61,609,2,2,1,SU - LINGAGIRI,45.8270635,8.8399788,1391,renew,0,0,0,0,0,0,0,0,1,0,3,0,1,0,2,1
757,42000,flat,65,646,4,2,1,SU - LINGAGIRI,45.8325743,8.8345172,1391,renew,0,0,0,0,0,0,1,0,1,1,3,0,1,0,2,1
758,42000,flat,52,807,0,2,1,SU - LINGAGIRI,45.8310936,8.8361364,1391,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1
759,45000,flat,45,1000,1,2,1,SU - LINGAGIRI,45.8316743,8.8326172,1391,renew,0,1,0,0,0,0,1,0,1,1,3,0,0,0,2,1
760,45000,flat,86,523,3,3,1,SU - LINGAGIRI,45.8362777,8.8323742,1391,renew,0,0,1,0,0,0,0,0,1,1,3,0,1,0,3,1
761,50000,flat,60,833,3,2,1,SU - LINGAGIRI,45.8271647,8.8390024,1391,renew,1,0,0,0,0,0,0,0,1,0,3,0,1,1,2,1
762,50550,flat,73,692,0,3,1,SU - LINGAGIRI,45.8325743,8.8345172,1391,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,1
763,50550,flat,73,692,0,3,1,SU - LINGAGIRI,45.8290059,8.8348418,1391,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,1
764,50550,flat,73,692,2,3,1,SU - LINGAGIRI,45.8293778,8.8326308,1391,renew,0,0,0,0,0,0,0,0,1,0,3,0,1,0,3,1
765,52000,studio,50,1040,0,1,1,SU - LINGAGIRI,45.8271761,8.8390191,1391,renew,0,0,1,0,1,0,1,0,1,1,2,1,0,0,1,1
766,55000,flat,59,932,1,2,1,SU - LINGAGIRI,45.8286661,8.8276845,1391,renew,0,0,1,0,0,0,1,0,1,1,3,0,0,0,2,1
767,55000,flat,70,785,0,3,1,SU - LINGAGIRI,45.8287691,8.8347974,1391,renew,0,0,1,0,0,0,0,0,1,1,3,0,0,0,3,1
768,55000,flat,75,733,0,2,1,SU - LINGAGIRI,45.8332523,8.8344465,1391,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1
769,58000,flat,60,966,2,2,1,SU - LINGAGIRI,45.8342007,8.8333307,1391,renew,0,0,1,0,0,0,1,0,1,1,3,0,1,0,2,1
770,59000,flat,68,867,4,2,1,SU - LINGAGIRI,45.8308943,8.8348366,1391,renew,1,0,0,0,0,0,0,0,1,0,3,0,1,1,2,1
771,59000,flat,53,1113,3,2,1,SU - LINGAGIRI,45.8294738,8.8330168,1391,renew,0,0,0,0,0,0,0,0,1,0,3,0,1,0,2,1
772,59000,flat,50,1180,3,2,1,SU - LINGAGIRI,45.8300805,8.8324048,1391,renew,0,0,0,0,0,0,1,0,1,1,3,0,1,0,2,1
773,60000,flat,55,1090,2,2,1,SU - LINGAGIRI,45.8281798,8.8278349,1391,renew,0,0,1,0,0,0,0,0,1,1,3,0,1,0,2,1
774,60000,flat,65,923,2,2,1,SU - LINGAGIRI,45.8303949,8.8288973,1391,renew,0,0,1,0,0,0,0,0,1,1,3,0,1,0,2,1
775,60000,flat,70,857,1,2,1,SU - LINGAGIRI,45.8315936,8.8297084,1391,renew,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,1
776,65000,flat,67,970,2,3,1,SU - LINGAGIRI,45.8290003,8.8350374,1391,renew,0,0,0,0,0,0,0,0,1,0,3,0,1,0,3,1
777,68000,flat,55,1236,5,2,1,SU - LINGAGIRI,45.8257994,8.8402334,1391,renew,1,0,0,0,0,0,1,0,1,1,3,0,1,1,2,1
778,68000,flat,71,957,1,2,1,SU - LINGAGIRI,45.8290057,8.8348372,1391,renew,0,0,1,0,0,0,0,0,1,1,3,0,0,0,2,1
779,70000,flat,50,1400,2,2,1,SU - LINGAGIRI,45.8308358,8.8311978,1391,good,0,0,0,0,0,0,0,0,2,0,3,0,1,0,2,1
780,72000,flat,70,1028,1,2,1,SU - LINGAGIRI,45.8274895,8.8386252,1391,renew,0,0,0,0,0,0,1,0,1,1,3,0,0,0,2,1
781,72000,flat,75,960,1,2,1,SU - LINGAGIRI,45.8290447,8.8395583,1391,renew,1,0,0,0,0,0,1,0,1,1,3,0,0,0,2,1
782,74000,flat,50,1480,2,2,1,SU - LINGAGIRI,45.8277833,8.826885,1391,good,0,1,1,0,0,0,0,0,2,1,3,0,1,0,2,1
783,76000,flat,58,1310,4,2,1,SU - LINGAGIRI,45.8344843,8.8350195,1391,renew,0,0,0,0,0,0,0,0,1,0,3,0,1,0,2,1
784,77000,flat,77,1000,0,3,1,SU - LINGAGIRI,45.8348212,8.8337623,1391,renew,0,0,0,0,0,0,1,0,1,1,3,0,0,0,3,1
785,78000,flat,70,1114,2,2,1,SU - LINGAGIRI,45.8355463,8.8322732,1391,renew,1,0,0,0,0,0,1,0,1,1,3,0,1,1,2,1
786,79000,flat,59,1338,3,2,1,SU - LINGAGIRI,45.8286661,8.8276845,1391,renew,0,0,1,0,0,0,0,0,1,1,3,0,1,0,2,1
787,79000,flat,60,1316,2,2,1,SU - LINGAGIRI,45.8317805,8.8344048,1391,renew,0,0,1,0,0,0,1,0,1,1,3,0,1,0,2,1
788,85000,flat,95,894,0,3,2,SU - LINGAGIRI,45.8308204,8.8348436,1391,renew,0,0,1,0,1,0,0,0,1,1,3,1,0,0,3,2
789,85000,flat,98,867,0,3,1,SU - LINGAGIRI,45.8302752,8.832582,1391,renew,0,0,0,0,0,0,1,0,1,1,3,0,0,0,3,1
790,89000,flat,70,1271,1,2,1,SU - LINGAGIRI,45.8291385,8.8343502,1391,renew,1,0,0,0,0,0,1,0,1,1,3,0,0,0,2,1
791,90000,flat,80,1125,0,3,1,SU - LINGAGIRI,45.8289062,8.8339577,1391,renew,1,0,1,0,0,0,0,0,1,1,3,0,0,0,3,1
792,93000,flat,75,1240,4,2,1,SU - LINGAGIRI,45.827134,8.8387765,1391,renew,1,0,0,0,0,0,0,0,1,0,3,0,1,1,2,1
793,93000,flat,80,1162,1,3,1,SU - LINGAGIRI,45.8266701,8.8344679,1391,renew,0,1,0,0,0,0,0,0,1,0,3,0,0,0,3,1
794,95000,flat,80,1187,4,3,1,SU - LINGAGIRI,45.8295737,8.8258665,1391,renew,0,0,0,0,0,0,0,0,1,0,3,0,1,0,3,1
795,98000,flat,75,1306,3,2,1,SU - LINGAGIRI,45.8301548,8.8385473,1391,renew,1,0,1,0,0,0,0,0,1,1,3,0,1,1,2,1
796,105000,flat,84,1250,2,2,1,SU - LINGAGIRI,45.8306564,8.8233094,1391,renew,1,0,1,1,0,0,0,0,1,1,3,1,1,1,2,1
797,105000,flat,84,1250,0,3,1,SU - LINGAGIRI,45.8278944,8.8411898,1391,renew,0,0,1,0,0,0,1,0,1,1,3,0,0,0,3,1
798,105000,flat,85,1235,0,3,1,SU - LINGAGIRI,45.8291385,8.8343502,1391,renew,1,0,1,0,0,0,1,0,1,1,3,0,0,0,3,1
799,109000,chalet,95,1147,1,3,2,SU - LINGAGIRI,45.8311083,8.8386879,1391,renew,0,0,0,0,0,0,1,0,1,1,4,0,0,0,3,2
800,110000,flat,95,1157,0,3,1,SU - LINGAGIRI,45.8275797,8.8396298,1391,renew,0,0,1,0,0,0,1,0,1,1,3,0,0,0,3,1
801,110000,studio,80,1375,3,1,1,SU - LINGAGIRI,45.8294857,8.8330778,1391,renew,1,0,0,0,0,0,1,0,1,1,2,0,1,1,1,1
802,110000,flat,96,1145,1,3,2,SU - LINGAGIRI,45.8302947,8.823414,1391,renew,1,0,0,0,0,0,0,0,1,0,3,0,0,0,3,2
803,120000,flat,90,1333,1,3,1,SU - LINGAGIRI,45.8289959,8.8351065,1391,renew,0,0,1,0,1,0,1,0,1,1,3,1,0,0,3,1
804,120000,flat,105,1142,1,3,2,SU - LINGAGIRI,45.8375639,8.8164783,1391,renew,1,0,0,0,0,0,0,0,1,0,3,0,0,0,3,2
