,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_impurity_decrease,param_max_features,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
10,0,10,6.396583127975464,0.07851118544728251,0.39980282783508303,0.05240677386257178,0.01,0.37,24,"{'min_impurity_decrease': 0.01, 'max_features': 0.37, 'max_depth': 24}",-7.673620712028445,,,,,,,261,0.9360479608096767,0.8243004233933348,0.8512274773568249,0.8806512339991128,0.9223343036829489,0.8829122798483796,0.04200448859063088
11,0,10,6.541396903991699,0.11558357569029282,0.39749698638916015,0.05115888101974388,0.18,auto,17,"{'min_impurity_decrease': 0.18, 'max_features': 'auto', 'max_depth': 17}",-7.610764737817112,,,,,,,260,0.9508158987000542,0.8231387152922744,0.8416896292995135,0.8738145007410667,0.9286013025775237,0.8836120093220865,0.049093575276441495
12,0,10,7.833505582809448,1.4716304954785104,0.44585022926330564,0.06542450276890512,0.24,0.36,23,"{'min_impurity_decrease': 0.24, 'max_features': 0.36, 'max_depth': 23}",-7.673620712028445,,,,,,,259,0.9360479608096767,0.8243004233933348,0.8512274773568249,0.8806512339991128,0.9223343036829489,0.8829122798483796,0.04200448859063088
13,0,10,8.491756582260132,2.8518354294059436,0.39532318115234377,0.028415619176926935,0.19,0.24,12,"{'min_impurity_decrease': 0.19, 'max_features': 0.24, 'max_depth': 12}",-5.794201469431556,,,,,,,258,0.932349212244834,0.8241316281506246,0.85197619819206,0.8833310265874516,0.9200401102535127,0.8823656350856964,0.040579239726667715
14,0,10,7.554470205307007,0.6915919770748326,0.4705772876739502,0.08115561560684886,0.18,0.63,7,"{'min_impurity_decrease': 0.18, 'max_features': 0.63, 'max_depth': 7}",-7.816134482274887,,,,,,,257,0.9427419566359689,0.8250724169667653,0.8477698525818814,0.8768090343322003,0.9245577544700223,0.8833902029973677,0.04456564431591543
15,0,10,10.611150169372559,3.452642810282231,0.40358738899230956,0.03136345147809023,0.16,0.61,21,"{'min_impurity_decrease': 0.16, 'max_features': 0.61, 'max_depth': 21}",-7.816134482274887,,,,,,,256,0.9427419566359689,0.8250724169667653,0.8477698525818814,0.8768090343322003,0.9245577544700223,0.8833902029973677,0.04456564431591543
16,0,10,9.170407056808472,0.9455653749490838,0.4829247951507568,0.09014636667915336,0.25,0.51,25,"{'min_impurity_decrease': 0.25, 'max_features': 0.51, 'max_depth': 25}",-7.816134482274887,,,,,,,255,0.9427419566359689,0.8250724169667653,0.8477698525818814,0.8768090343322003,0.9245577544700223,0.8833902029973677,0.04456564431591543
17,0,10,8.403683519363403,1.2784158356732507,0.4535886287689209,0.04548335976810043,0.18,0.58,27,"{'min_impurity_decrease': 0.18, 'max_features': 0.58, 'max_depth': 27}",-7.816134482274887,,,,,,,254,0.9427419566359689,0.8250724169667653,0.8477698525818814,0.8768090343322003,0.9245577544700223,0.8833902029973677,0.04456564431591543
18,0,10,8.911898374557495,0.8560500600405173,0.5394619941711426,0.29072838339859786,0.19,0.46,26,"{'min_impurity_decrease': 0.19, 'max_features': 0.46, 'max_depth': 26}",-7.673620712028445,,,,,,,253,0.9360479608096767,0.8243004233933348,0.8512274773568249,0.8806512339991128,0.9223343036829489,0.8829122798483796,0.04200448859063088
19,0,10,7.132807016372681,0.8343303835556868,0.39112110137939454,0.023226674654538936,0.15,0.22,27,"{'min_impurity_decrease': 0.15, 'max_features': 0.22, 'max_depth': 27}",-5.794201469431556,,,,,,,252,0.932349212244834,0.8241316281506246,0.85197619819206,0.8833310265874516,0.9200401102535127,0.8823656350856964,0.040579239726667715
20,0,10,9.054395389556884,2.995592463641433,0.6180685520172119,0.2730751839442001,0.13,0.27,18,"{'min_impurity_decrease': 0.13, 'max_features': 0.27, 'max_depth': 18}",-5.794201469431556,,,,,,,251,0.932349212244834,0.8241316281506246,0.85197619819206,0.8833310265874516,0.9200401102535127,0.8823656350856964,0.040579239726667715
21,0,10,8.372824573516846,0.6850430624919245,0.6491549968719482,0.35635285263263,0.06,0.5,13,"{'min_impurity_decrease': 0.06, 'max_features': 0.5, 'max_depth': 13}",-7.816134482274887,,,,,,,250,0.9427419566359689,0.8250724169667653,0.8477698525818814,0.8768090343322003,0.9245577544700223,0.8833902029973677,0.04456564431591543
22,0,10,11.507883834838868,7.614638875454273,0.4937581539154053,0.13518105037207942,0.17,0.64,9,"{'min_impurity_decrease': 0.17, 'max_features': 0.64, 'max_depth': 9}",-7.816134482274887,,,,,,,271,0.9427419566359689,0.8250724169667653,0.8477698525818814,0.8768090343322003,0.9245577544700223,0.8833902029973677,0.04456564431591543
23,0,10,10.617573976516724,2.00174397457341,0.48469367027282717,0.07353365657593332,0.18,sqrt,16,"{'min_impurity_decrease': 0.18, 'max_features': 'sqrt', 'max_depth': 16}",-7.673620712028445,,,,,,,273,0.9360479608096767,0.8243004233933348,0.8512274773568249,0.8806512339991128,0.9223343036829489,0.8829122798483796,0.04200448859063088
24,0,10,8.336917924880982,1.3450896772118262,0.4999833583831787,0.17477541585859088,0.01,0.49,,"{'min_impurity_decrease': 0.01, 'max_features': 0.49, 'max_depth': None}",-7.673620712028445,,,,,,,296,0.9360479608096767,0.8243004233933348,0.8512274773568249,0.8806512339991128,0.9223343036829489,0.8829122798483796,0.04200448859063088
25,0,10,7.746087837219238,1.2639948389659201,0.47220025062561033,0.07495310892123128,0.22,0.31,10,"{'min_impurity_decrease': 0.22, 'max_features': 0.31, 'max_depth': 10}",-5.794201469431556,,,,,,,274,0.932349212244834,0.8241316281506246,0.85197619819206,0.8833310265874516,0.9200401102535127,0.8823656350856964,0.040579239726667715
26,0,10,11.169988822937011,0.32822791061183076,0.6629895210266114,0.20937480413477824,0.02,auto,7,"{'min_impurity_decrease': 0.02, 'max_features': 'auto', 'max_depth': 7}",-7.610764737817112,,,,,,,295,0.9508158987000542,0.8231387152922744,0.8416896292995135,0.8738145007410667,0.9286013025775237,0.8836120093220865,0.049093575276441495
27,0,10,10.83560619354248,0.72559842072303,0.5956873893737793,0.06449201444020124,0.22,0.38,17,"{'min_impurity_decrease': 0.22, 'max_features': 0.38, 'max_depth': 17}",-7.673620712028445,,,,,,,294,0.9360479608096767,0.8243004233933348,0.8512274773568249,0.8806512339991128,0.9223343036829489,0.8829122798483796,0.04200448859063088
28,0,10,11.930268001556396,0.5215754614314082,0.7035418033599854,0.18335150491241486,0.07,0.27,23,"{'min_impurity_decrease': 0.07, 'max_features': 0.27, 'max_depth': 23}",-5.794201469431556,,,,,,,293,0.932349212244834,0.8241316281506246,0.85197619819206,0.8833310265874516,0.9200401102535127,0.8823656350856964,0.040579239726667715
29,0,10,9.169995260238647,1.5249171483086414,0.45706748962402344,0.045555629650300786,0.1,0.22,11,"{'min_impurity_decrease': 0.1, 'max_features': 0.22, 'max_depth': 11}",-5.794201469431556,,,,,,,292,0.932349212244834,0.8241316281506246,0.85197619819206,0.8833310265874516,0.9200401102535127,0.8823656350856964,0.040579239726667715
30,0,10,8.840010356903075,0.5059732366654108,0.5274300098419189,0.11775115930418759,0.25,0.65,19,"{'min_impurity_decrease': 0.25, 'max_features': 0.65, 'max_depth': 19}",-7.816134482274887,,,,,,,291,0.9427419566359689,0.8250724169667653,0.8477698525818814,0.8768090343322003,0.9245577544700223,0.8833902029973677,0.04456564431591543
31,0,10,8.248774909973145,0.8789288145677745,0.4487088680267334,0.07681388465392236,0.25,0.28,17,"{'min_impurity_decrease': 0.25, 'max_features': 0.28, 'max_depth': 17}",-5.794201469431556,,,,,,,290,0.932349212244834,0.8241316281506246,0.85197619819206,0.8833310265874516,0.9200401102535127,0.8823656350856964,0.040579239726667715
32,0,10,8.01674394607544,1.2330144171692543,0.40955486297607424,0.008689667251261841,0.05,0.24,14,"{'min_impurity_decrease': 0.05, 'max_features': 0.24, 'max_depth': 14}",-5.794201469431556,,,,,,,289,0.932349212244834,0.8241316281506246,0.85197619819206,0.8833310265874516,0.9200401102535127,0.8823656350856964,0.040579239726667715
33,0,10,7.7751706600189205,0.4828200518303975,0.4633270263671875,0.08769251022266353,0.13,0.25,19,"{'min_impurity_decrease': 0.13, 'max_features': 0.25, 'max_depth': 19}",-5.794201469431556,,,,,,,288,0.932349212244834,0.8241316281506246,0.85197619819206,0.8833310265874516,0.9200401102535127,0.8823656350856964,0.040579239726667715
34,0,10,7.205894613265992,0.13713106883038478,0.40448770523071287,0.013641568443853797,0.17,0.34,25,"{'min_impurity_decrease': 0.17, 'max_features': 0.34, 'max_depth': 25}",-7.673620712028445,,,,,,,287,0.9360479608096767,0.8243004233933348,0.8512274773568249,0.8806512339991128,0.9223343036829489,0.8829122798483796,0.04200448859063088
35,0,10,7.668569135665893,0.5971786143371327,0.521674633026123,0.21666445943933704,0.15,0.42,14,"{'min_impurity_decrease': 0.15, 'max_features': 0.42, 'max_depth': 14}",-7.673620712028445,,,,,,,286,0.9360479608096767,0.8243004233933348,0.8512274773568249,0.8806512339991128,0.9223343036829489,0.8829122798483796,0.04200448859063088
36,0,10,8.2655038356781,0.9867091597649288,0.4442574977874756,0.0387954138551535,0.13,0.41,,"{'min_impurity_decrease': 0.13, 'max_features': 0.41, 'max_depth': None}",-7.673620712028445,,,,,,,285,0.9360479608096767,0.8243004233933348,0.8512274773568249,0.8806512339991128,0.9223343036829489,0.8829122798483796,0.04200448859063088
37,0,10,7.1935014724731445,0.20876593083134262,0.47612862586975097,0.08356045705111166,0.16,0.44,20,"{'min_impurity_decrease': 0.16, 'max_features': 0.44, 'max_depth': 20}",-7.673620712028445,,,,,,,284,0.9360479608096767,0.8243004233933348,0.8512274773568249,0.8806512339991128,0.9223343036829489,0.8829122798483796,0.04200448859063088
38,0,10,7.974361562728882,0.3512751913006789,0.4225518226623535,0.02806221522371734,0.11,0.21,27,"{'min_impurity_decrease': 0.11, 'max_features': 0.21, 'max_depth': 27}",-5.794201469431556,,,,,,,283,0.932349212244834,0.8241316281506246,0.85197619819206,0.8833310265874516,0.9200401102535127,0.8823656350856964,0.040579239726667715
39,0,10,8.028036546707153,0.46774309127859603,0.46087398529052737,0.059871092614863904,0.21,0.43,,"{'min_impurity_decrease': 0.21, 'max_features': 0.43, 'max_depth': None}",-7.673620712028445,,,,,,,282,0.9360479608096767,0.8243004233933348,0.8512274773568249,0.8806512339991128,0.9223343036829489,0.8829122798483796,0.04200448859063088
40,0,10,7.767800760269165,0.4381415901710043,0.44966936111450195,0.05483193027651573,0.25,0.52,26,"{'min_impurity_decrease': 0.25, 'max_features': 0.52, 'max_depth': 26}",-7.816134482274887,,,,,,,281,0.9427419566359689,0.8250724169667653,0.8477698525818814,0.8768090343322003,0.9245577544700223,0.8833902029973677,0.04456564431591543
41,0,10,8.040792179107665,0.3370777968586457,0.41927313804626465,0.022358980512727562,0.17,0.61,20,"{'min_impurity_decrease': 0.17, 'max_features': 0.61, 'max_depth': 20}",-7.816134482274887,,,,,,,280,0.9427419566359689,0.8250724169667653,0.8477698525818814,0.8768090343322003,0.9245577544700223,0.8833902029973677,0.04456564431591543
42,0,10,19.938592624664306,4.702673557428401,1.171809768676758,0.09245540233603435,0.21,0.32,15,"{'min_impurity_decrease': 0.21, 'max_features': 0.32, 'max_depth': 15}",-5.794201469431556,,,,,,,279,0.932349212244834,0.8241316281506246,0.85197619819206,0.8833310265874516,0.9200401102535127,0.8823656350856964,0.040579239726667715
43,0,10,22.564139938354494,1.6027875661694522,1.0867634773254395,0.15964166404840863,0.16,0.61,15,"{'min_impurity_decrease': 0.16, 'max_features': 0.61, 'max_depth': 15}",-7.816134482274887,,,,,,,278,0.9427419566359689,0.8250724169667653,0.8477698525818814,0.8768090343322003,0.9245577544700223,0.8833902029973677,0.04456564431591543
44,0,10,21.040537214279176,0.9521349619241829,1.2393414497375488,0.23769582227033392,0.23,0.21,12,"{'min_impurity_decrease': 0.23, 'max_features': 0.21, 'max_depth': 12}",-5.794201469431556,,,,,,,277,0.932349212244834,0.8241316281506246,0.85197619819206,0.8833310265874516,0.9200401102535127,0.8823656350856964,0.040579239726667715
45,0,10,18.576629447937012,5.0223684761430105,0.9725785732269288,0.3949410057777722,0.04,0.3,25,"{'min_impurity_decrease': 0.04, 'max_features': 0.3, 'max_depth': 25}",-5.794201469431556,,,,,,,276,0.932349212244834,0.8241316281506246,0.85197619819206,0.8833310265874516,0.9200401102535127,0.8823656350856964,0.040579239726667715
46,0,10,8.64500379562378,0.26128767810482895,0.491227388381958,0.05643667182102829,0.06,0.35,16,"{'min_impurity_decrease': 0.06, 'max_features': 0.35, 'max_depth': 16}",-7.673620712028445,,,,,,,275,0.9360479608096767,0.8243004233933348,0.8512274773568249,0.8806512339991128,0.9223343036829489,0.8829122798483796,0.04200448859063088
47,0,10,7.708889055252075,0.45668600410499677,0.42351179122924804,0.02411990787328211,0.24,0.49,12,"{'min_impurity_decrease': 0.24, 'max_features': 0.49, 'max_depth': 12}",-7.673620712028445,,,,,,,249,0.9360479608096767,0.8243004233933348,0.8512274773568249,0.8806512339991128,0.9223343036829489,0.8829122798483796,0.04200448859063088
48,0,10,6.876479578018189,0.15519819956203287,0.39956097602844237,0.012669182069604224,0.15,0.5,7,"{'min_impurity_decrease': 0.15, 'max_features': 0.5, 'max_depth': 7}",-7.816134482274887,,,,,,,248,0.9427419566359689,0.8250724169667653,0.8477698525818814,0.8768090343322003,0.9245577544700223,0.8833902029973677,0.04456564431591543
49,0,10,6.911863946914673,0.1447541381772777,0.4281021595001221,0.04855392486038988,0.24,0.36,12,"{'min_impurity_decrease': 0.24, 'max_features': 0.36, 'max_depth': 12}",-7.673620712028445,,,,,,,247,0.9360479608096767,0.8243004233933348,0.8512274773568249,0.8806512339991128,0.9223343036829489,0.8829122798483796,0.04200448859063088
50,0,10,6.818926095962524,0.07357436945462156,0.42973880767822265,0.04637271276279458,0.11,0.27,16,"{'min_impurity_decrease': 0.11, 'max_features': 0.27, 'max_depth': 16}",-5.794201469431556,,,,,,,246,0.932349212244834,0.8241316281506246,0.85197619819206,0.8833310265874516,0.9200401102535127,0.8823656350856964,0.040579239726667715
51,0,10,6.847565603256226,0.09211858612785338,0.4052549362182617,0.01124309845016221,0.11,0.21,23,"{'min_impurity_decrease': 0.11, 'max_features': 0.21, 'max_depth': 23}",-5.794201469431556,,,,,,,220,0.932349212244834,0.8241316281506246,0.85197619819206,0.8833310265874516,0.9200401102535127,0.8823656350856964,0.040579239726667715
52,0,10,6.902757930755615,0.13920380724737785,0.3964852809906006,0.00953360732784208,0.11,0.42,18,"{'min_impurity_decrease': 0.11, 'max_features': 0.42, 'max_depth': 18}",-7.673620712028445,,,,,,,219,0.9360479608096767,0.8243004233933348,0.8512274773568249,0.8806512339991128,0.9223343036829489,0.8829122798483796,0.04200448859063088
53,0,10,6.9889130115509035,0.14191817915709085,0.43743014335632324,0.08002593242199091,0.13,0.45,11,"{'min_impurity_decrease': 0.13, 'max_features': 0.45, 'max_depth': 11}",-7.673620712028445,,,,,,,218,0.9360479608096767,0.8243004233933348,0.8512274773568249,0.8806512339991128,0.9223343036829489,0.8829122798483796,0.04200448859063088
54,0,10,7.09522123336792,0.3002587643839265,0.3938292503356934,0.015307748486338249,0.21,0.31,25,"{'min_impurity_decrease': 0.21, 'max_features': 0.31, 'max_depth': 25}",-5.794201469431556,,,,,,,217,0.932349212244834,0.8241316281506246,0.85197619819206,0.8833310265874516,0.9200401102535127,0.8823656350856964,0.040579239726667715
55,0,10,7.926445722579956,0.7418079701098738,0.42679443359375,0.014359068235863911,0.02,0.55,20,"{'min_impurity_decrease': 0.02, 'max_features': 0.55, 'max_depth': 20}",-7.816134482274887,,,,,,,216,0.9427419566359689,0.8250724169667653,0.8477698525818814,0.8768090343322003,0.9245577544700223,0.8833902029973677,0.04456564431591543
56,0,10,7.8116044998168945,0.5260673029821027,0.47304420471191405,0.06719355310744393,0.06,0.22,11,"{'min_impurity_decrease': 0.06, 'max_features': 0.22, 'max_depth': 11}",-5.794201469431556,,,,,,,215,0.932349212244834,0.8241316281506246,0.85197619819206,0.8833310265874516,0.9200401102535127,0.8823656350856964,0.040579239726667715
57,0,10,13.813585233688354,7.0525493542957856,0.6651705265045166,0.29408628612616117,0.24,0.21,8,"{'min_impurity_decrease': 0.24, 'max_features': 0.21, 'max_depth': 8}",-5.794201469431556,,,,,,,214,0.932349212244834,0.8241316281506246,0.85197619819206,0.8833310265874516,0.9200401102535127,0.8823656350856964,0.040579239726667715
58,0,10,7.1176135540008545,0.3058859195592616,0.43573870658874514,0.0609881020356887,0.03,0.31,15,"{'min_impurity_decrease': 0.03, 'max_features': 0.31, 'max_depth': 15}",-5.794201469431556,,,,,,,213,0.932349212244834,0.8241316281506246,0.85197619819206,0.8833310265874516,0.9200401102535127,0.8823656350856964,0.040579239726667715
59,0,10,6.906281185150147,0.16253114898653426,0.44284329414367674,0.04276526145925405,0.14,0.51,22,"{'min_impurity_decrease': 0.14, 'max_features': 0.51, 'max_depth': 22}",-7.816134482274887,,,,,,,212,0.9427419566359689,0.8250724169667653,0.8477698525818814,0.8768090343322003,0.9245577544700223,0.8833902029973677,0.04456564431591543
60,0,10,6.943269109725952,0.15359988287589954,0.398374080657959,0.007863067825866451,0.07,0.57,7,"{'min_impurity_decrease': 0.07, 'max_features': 0.57, 'max_depth': 7}",-7.816134482274887,,,,,,,221,0.9427419566359689,0.8250724169667653,0.8477698525818814,0.8768090343322003,0.9245577544700223,0.8833902029973677,0.04456564431591543
61,0,10,6.812555837631225,0.06706820089241326,0.39435911178588867,0.00445324611229938,0.01,0.45,12,"{'min_impurity_decrease': 0.01, 'max_features': 0.45, 'max_depth': 12}",-7.673620712028445,,,,,,,211,0.9360479608096767,0.8243004233933348,0.8512274773568249,0.8806512339991128,0.9223343036829489,0.8829122798483796,0.04200448859063088
62,0,10,6.916080284118652,0.1944562251858872,0.39479670524597166,0.013091064240721548,0.12,0.6,22,"{'min_impurity_decrease': 0.12, 'max_features': 0.6, 'max_depth': 22}",-7.816134482274887,,,,,,,209,0.9427419566359689,0.8250724169667653,0.8477698525818814,0.8768090343322003,0.9245577544700223,0.8833902029973677,0.04456564431591543
63,0,10,6.896433687210083,0.23111505239355293,0.39438581466674805,0.009218785259538871,0.19,0.37,27,"{'min_impurity_decrease': 0.19, 'max_features': 0.37, 'max_depth': 27}",-7.673620712028445,,,,,,,208,0.9360479608096767,0.8243004233933348,0.8512274773568249,0.8806512339991128,0.9223343036829489,0.8829122798483796,0.04200448859063088
64,0,10,6.838224983215332,0.14822914568969434,0.39544334411621096,0.004311923119672747,0.24,0.24,25,"{'min_impurity_decrease': 0.24, 'max_features': 0.24, 'max_depth': 25}",-5.794201469431556,,,,,,,207,0.932349212244834,0.8241316281506246,0.85197619819206,0.8833310265874516,0.9200401102535127,0.8823656350856964,0.040579239726667715
65,0,10,6.846376752853393,0.16312664350595796,0.4210928440093994,0.053078943462784335,0.12,0.42,24,"{'min_impurity_decrease': 0.12, 'max_features': 0.42, 'max_depth': 24}",-7.673620712028445,,,,,,,206,0.9360479608096767,0.8243004233933348,0.8512274773568249,0.8806512339991128,0.9223343036829489,0.8829122798483796,0.04200448859063088
66,0,10,6.968723201751709,0.21393074966205847,0.4038224220275879,0.012697218390973698,0.24,0.64,24,"{'min_impurity_decrease': 0.24, 'max_features': 0.64, 'max_depth': 24}",-7.816134482274887,,,,,,,205,0.9427419566359689,0.8250724169667653,0.8477698525818814,0.8768090343322003,0.9245577544700223,0.8833902029973677,0.04456564431591543
67,0,10,6.91320219039917,0.10852616925653037,0.41788454055786134,0.03322383379844009,0.1,0.54,19,"{'min_impurity_decrease': 0.1, 'max_features': 0.54, 'max_depth': 19}",-7.816134482274887,,,,,,,204,0.9427419566359689,0.8250724169667653,0.8477698525818814,0.8768090343322003,0.9245577544700223,0.8833902029973677,0.04456564431591543
68,0,10,6.961892700195312,0.11732336684867285,0.4211129188537598,0.04293683435845641,0.1,0.39,13,"{'min_impurity_decrease': 0.1, 'max_features': 0.39, 'max_depth': 13}",-7.673620712028445,,,,,,,203,0.9360479608096767,0.8243004233933348,0.8512274773568249,0.8806512339991128,0.9223343036829489,0.8829122798483796,0.04200448859063088
69,0,10,6.991275262832642,0.3065351777795105,0.4292411804199219,0.04806030682064671,0.13,0.51,7,"{'min_impurity_decrease': 0.13, 'max_features': 0.51, 'max_depth': 7}",-7.816134482274887,,,,,,,202,0.9427419566359689,0.8250724169667653,0.8477698525818814,0.8768090343322003,0.9245577544700223,0.8833902029973677,0.04456564431591543
70,0,10,6.998541927337646,0.12712388025082144,0.40394229888916017,0.009571074697542752,0.01,0.61,13,"{'min_impurity_decrease': 0.01, 'max_features': 0.61, 'max_depth': 13}",-7.816134482274887,,,,,,,201,0.9427419566359689,0.8250724169667653,0.8477698525818814,0.8768090343322003,0.9245577544700223,0.8833902029973677,0.04456564431591543
71,0,10,6.86803240776062,0.0646925212905824,0.4054431915283203,0.010425124878045297,0.13,0.43,16,"{'min_impurity_decrease': 0.13, 'max_features': 0.43, 'max_depth': 16}",-7.673620712028445,,,,,,,210,0.9360479608096767,0.8243004233933348,0.8512274773568249,0.8806512339991128,0.9223343036829489,0.8829122798483796,0.04200448859063088
72,0,10,6.8521815776824955,0.05201012498642604,0.4073359966278076,0.009913344105206926,0.16,0.27,25,"{'min_impurity_decrease': 0.16, 'max_features': 0.27, 'max_depth': 25}",-5.794201469431556,,,,,,,222,0.932349212244834,0.8241316281506246,0.85197619819206,0.8833310265874516,0.9200401102535127,0.8823656350856964,0.040579239726667715
73,0,10,6.9586388111114506,0.17444055136992295,0.39844694137573244,0.00842466974740219,0.16,0.46,13,"{'min_impurity_decrease': 0.16, 'max_features': 0.46, 'max_depth': 13}",-7.673620712028445,,,,,,,223,0.9360479608096767,0.8243004233933348,0.8512274773568249,0.8806512339991128,0.9223343036829489,0.8829122798483796,0.04200448859063088
74,0,10,6.967385196685791,0.14417855639321114,0.4016378879547119,0.006238405448214284,0.2,0.38,26,"{'min_impurity_decrease': 0.2, 'max_features': 0.38, 'max_depth': 26}",-7.673620712028445,,,,,,,224,0.9360479608096767,0.8243004233933348,0.8512274773568249,0.8806512339991128,0.9223343036829489,0.8829122798483796,0.04200448859063088
75,0,10,6.812245559692383,0.033237565085330795,0.42693605422973635,0.05095704262833679,0.11,0.31,11,"{'min_impurity_decrease': 0.11, 'max_features': 0.31, 'max_depth': 11}",-5.794201469431556,,,,,,,245,0.932349212244834,0.8241316281506246,0.85197619819206,0.8833310265874516,0.9200401102535127,0.8823656350856964,0.040579239726667715
76,0,10,7.125210189819336,0.1593148359196252,0.41939668655395507,0.03889601229165032,0.07,0.55,25,"{'min_impurity_decrease': 0.07, 'max_features': 0.55, 'max_depth': 25}",-7.816134482274887,,,,,,,244,0.9427419566359689,0.8250724169667653,0.8477698525818814,0.8768090343322003,0.9245577544700223,0.8833902029973677,0.04456564431591543
77,0,10,6.861825084686279,0.05740039503155419,0.41460351943969725,0.03504700329584224,0.15,0.29,8,"{'min_impurity_decrease': 0.15, 'max_features': 0.29, 'max_depth': 8}",-5.794201469431556,,,,,,,243,0.932349212244834,0.8241316281506246,0.85197619819206,0.8833310265874516,0.9200401102535127,0.8823656350856964,0.040579239726667715
78,0,10,6.876929855346679,0.11429321202345266,0.4422541618347168,0.05922822536302047,0.18,0.29,18,"{'min_impurity_decrease': 0.18, 'max_features': 0.29, 'max_depth': 18}",-5.794201469431556,,,,,,,242,0.932349212244834,0.8241316281506246,0.85197619819206,0.8833310265874516,0.9200401102535127,0.8823656350856964,0.040579239726667715
79,0,10,7.149996089935303,0.3243403414723258,0.4010361671447754,0.011003262440235882,0.21,0.27,18,"{'min_impurity_decrease': 0.21, 'max_features': 0.27, 'max_depth': 18}",-5.794201469431556,,,,,,,241,0.932349212244834,0.8241316281506246,0.85197619819206,0.8833310265874516,0.9200401102535127,0.8823656350856964,0.040579239726667715
